"n_date";"n_trans";"n_town";"n_district";"n_views";"n_department";"n_currency";"n_paid";"n_title"
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"18 ";"Stamps and Registration";" INR";700;"
                      I Paid Rs. 700 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"10 ";"Police";" INR";3500;"
                      I Paid Rs. 3500 to Police in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"19 ";"Stamps and Registration";" INR";600;"
                      I Paid Rs. 600 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Solapur
                      ";" Maharashtra";"22 ";"Stamps and Registration";" INR";692;"
                      I Paid Rs. 692 to Stamps and Registration in Solapur.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"10 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Transport of Goods";"Bangalore
                      ";" Karnataka";"188 ";"Railways";" INR";1500;"
                      I Paid Rs. 1500 to Railways in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Monoharpur
                      ";" West Bengal";"21 ";"Stamps and Registration";" INR";862;"
                      I Paid Rs. 862 to Stamps and Registration in Monoharpur.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"11 ";"Police";" INR";1400;"
                      I Paid Rs. 1400 to Police in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"15 ";"Passport";" INR";800;"
                      I Paid Rs. 800 to Passport in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"30 ";"Transport";" INR";500;"
                      I Paid Rs. 500 to Transport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"12 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"20 ";"Customs, Excise and Service Tax";" INR";10000;"
                      I Paid Rs. 10000 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Raghunathpur
                      ";" West Bengal";"12 ";"Police";" INR";963;"
                      I Paid Rs. 963 to Police in Raghunathpur.
                    "
"2015-10-12";"Police Harassment";"Bangalore
                      ";" Karnataka";"9 ";"Police";" INR";1200;"
                      I Paid Rs. 1200 to Police in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Punjaipugalur
                      ";" Tamil Nadu";"14 ";"Stamps and Registration";" INR";345;"
                      I Paid Rs. 345 to Stamps and Registration in Punjaipugalur.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"13 ";"Stamps and Registration";" INR";15000;"
                      I Paid Rs. 15000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Leh (Ladakh)
                      ";" Jammu and Kashmir";"10 ";"Food, Civil Supplies and Consumer Affairs";" INR";987;"
                      I Paid Rs. 987 to Food, Civil Supplies and Consumer Affairs in Leh (Ladakh).
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"19 ";"Municipal Services";" INR";800;"
                      I Paid Rs. 800 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"23 ";"Transport";" INR";1000;"
                      I Paid Rs. 1000 to Transport in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"17 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"27 ";"Transport";" INR";800;"
                      I Paid Rs. 800 to Transport in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"20 ";"Transport";" INR";1500;"
                      I Paid Rs. 1500 to Transport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"15 ";"Police";" INR";1500;"
                      I Paid Rs. 1500 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"12 ";"Food, Civil Supplies and Consumer Affairs";" INR";500;"
                      I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Filing FIR";"Bangalore
                      ";" Karnataka";"14 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"13 ";"Food, Civil Supplies and Consumer Affairs";" INR";1000;"
                      I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"12 ";"Police";" INR";1500;"
                      I Paid Rs. 1500 to Police in Bangalore.
                    "
"2015-10-12";"Issue of Ration Card";"Bangalore
                      ";" Karnataka";"13 ";"Food, Civil Supplies and Consumer Affairs";" INR";800;"
                      I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"8 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"17 ";"Transport";" INR";1500;"
                      I Paid Rs. 1500 to Transport in Bangalore.
                    "
"2015-10-12";"Others";"Gurgaon
                      ";" Haryana";"73 ";"Others";" INR";100;"
                      I Paid Rs. 100 to Others in Gurgaon.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"20 ";"Commercial Tax, Sales Tax, VAT";" INR";800;"
                      I Paid Rs. 800 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Hyderabad
                      ";" Telangana";"44 ";"Stamps and Registration";" INR";2000;"
                      I Paid Rs. 2000 to Stamps and Registration in Hyderabad.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"11 ";"Stamps and Registration";" INR";500;"
                      I Paid Rs. 500 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Marriage Certificate";"Nuzvid
                      ";" Andhra Pradesh";"28 ";"Stamps and Registration";" INR";234;"
                      I Paid Rs. 234 to Stamps and Registration in Nuzvid.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"14 ";"Transport";" INR";700;"
                      I Paid Rs. 700 to Transport in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"11 ";"Stamps and Registration";" INR";1000;"
                      I Paid Rs. 1000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"11 ";"Stamps and Registration";" INR";1300;"
                      I Paid Rs. 1300 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Registration of Flat or Apartment";"Bangalore
                      ";" Karnataka";"10 ";"Stamps and Registration";" INR";5000;"
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"Traffic Violations";"Bangalore
                      ";" Karnataka";"14 ";"Police";" INR";800;"
                      I Paid Rs. 800 to Police in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"24 ";"Commercial Tax, Sales Tax, VAT";" INR";600;"
                      I Paid Rs. 600 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"14 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Bangalore.
                    "
"2015-10-12";"Registration of Vehicle";"Bangalore
                      ";" Karnataka";"16 ";"Transport";" INR";3000;"
                      I Paid Rs. 3000 to Transport in Bangalore.
                    "
"2015-10-12";"Customs Check and Clearance";"Bangalore
                      ";" Karnataka";"18 ";"Customs, Excise and Service Tax";" INR";500;"
                      I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.
                    "
"2015-10-12";"Registration of Property";"Bangalore
                      ";" Karnataka";"13 ";"Stamps and Registration";" INR";5000;"
                      I Paid Rs. 5000 to Stamps and Registration in Bangalore.
                    "
"2015-10-12";"New PAN Card";"Bangalore
                      ";" Karnataka";"31 ";"Income Tax";" INR";500;"
                      I Paid Rs. 500 to Income Tax in Bangalore.
                    "
"2015-10-12";"C Form";"Pune
                      ";" Maharashtra";"46 ";"Commercial Tax, Sales Tax, VAT";" INR";6000;"
                      I Paid Rs. 6000 to Commercial Tax, Sales Tax, VAT in Pune.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"14 ";"Police";" INR";1200;"
                      I Paid Rs. 1200 to Police in Bangalore.
                    "
"2015-10-12";"C Form";"Bangalore
                      ";" Karnataka";"17 ";"Commercial Tax, Sales Tax, VAT";" INR";500;"
                      I Paid Rs. 500 to Commercial Tax, Sales Tax, VAT in Bangalore.
                    "
"2015-10-12";"Duplicate Registration Certificate";"Bangalore
                      ";" Karnataka";"17 ";"Transport";" INR";1000;"
                      I Paid Rs. 1000 to Transport in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"15 ";"Passport";" INR";500;"
                      I Paid Rs. 500 to Passport in Bangalore.
                    "
"2015-10-12";"Birth Certificate";"Bangalore
                      ";" Karnataka";"21 ";"Municipal Services";" INR";1500;"
                      I Paid Rs. 1500 to Municipal Services in Bangalore.
                    "
"2015-10-12";"Police Verification for Passport";"Bangalore
                      ";" Karnataka";"11 ";"Police";" INR";500;"
                      I Paid Rs. 500 to Police in Bangalore.
                    "
