"name","party","storkreds","lokalkreds","ran.last.election","age","sex","title","location","pers.votes","UDDANNELSE__Efter folkeskolereformen får eleverne for lange skoledage","FOREBYGGELSE__Afgiften på cigaretter skal sættes op","SUNDHED__Et besøg hos den praktiserende læge skal koste eksempelvis 100 kr.","VELFÆRD__Mere af ældreplejen skal udliciteres til private virksomheder","ARBEJDSMARKED__Man skal hurtigere kunne genoptjene retten til dagpenge","ARBEJDSMARKED__Virksomheder skal kunne drages til ansvar for, om deres udenlandske underleverandører i Danmark overholder danske regler om løn, moms og skat","ØKONOMI__Vækst i den offentlige sektor er vigtigere end skattelettelser","TRAFIK__Investeringer i kollektiv trafik skal prioriteres højere end investeringer til fordel for privatbilisme","RET__Straffen for grov vold og voldtægt skal skærpes","SOCIAL__Kontanthjælpen skal sænkes, så den økonomiske gevinst ved at arbejde bliver større","INTEGRATION__Offentlige institutioner i Danmark tager for mange hensyn til religiøse minoriteter","EU__EU bestemmer for meget i forhold til dansk lov","UDVIKLING__Ulandsbistanden skal sænkes","KULTUR__Den offentlige kulturstøtte skal sænkes"
"Jens Ejner Christensen","venstre","Sydjyllands "," Vejle nord"," Ja ",47," Mand "," Gårdejer "," 7300 Jelling",5150,"Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig"
"Peter Christensen","venstre","Sydjyllands "," Aabenraa"," Ja ",40," Mand "," Fhv. minister "," 6200 Aabenraa",5133,"Helt uenig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig"
"Eva Kjer Hansen","venstre","Sydjyllands "," Kolding syd"," Ja ",51," Kvinde "," Formand for Folketingets Europaudvalg, fhv. minister, cand.polit "," 6200 Aabenraa",7647,"Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist enig","Delvist uenig","Delvist enig","Hverken enig eller uenig"
"Carl Holst","venstre","Sydjyllands "," Esbjerg omegn"," Nej ",45," Mand "," Regionsrådsformand "," 6630 Rødding",12135,"Helt uenig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig"
"Peter Jørgensen","venstre","Sydjyllands "," Fredericia"," Nej ",50," Mand "," HA-almen "," 6400 Sønderborg",1201,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Helt enig","Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist enig","Helt enig","Hverken enig eller uenig"
"Jesper Juul Larsen","venstre","Sydjyllands "," Esbjerg by"," Nej ",58," Mand "," Formand "," 6710 Esbjerg V",1637,"Helt uenig","Helt uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig"
"Susanne Linnet","venstre","Sydjyllands "," Tønder"," Nej ",55," Kvinde "," Sygeplejerske "," 6270 Tønder",2201,"Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist enig","Delvist uenig"
"Anni Matthiesen","venstre","Sydjyllands "," Vejen"," Ja ",51," Kvinde "," Koordinator "," 7200 Grindsted",8197,"Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Delvist enig","Hverken enig eller uenig"
"Karl Plougstrup-Petersen","venstre","Sydjyllands "," Vejle syd"," Nej ",38," Mand "," Viceskoleleder "," 7184 Vandel",473,"Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig"
"Hans Christian Schmidt","venstre","Sydjyllands "," Haderslev"," Ja ",62," Mand "," Fhv. minister "," 6500 Vojens",8348,"Delvist uenig","Helt uenig","Helt uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt enig","Hverken enig eller uenig"
"Hans Christian Thoning","venstre","Sydjyllands "," Varde"," Ja ",63," Mand "," MF "," 6840 Oksbøl",6806,"Helt uenig","Delvist uenig","Delvist uenig","Delvist enig","Delvist uenig","Delvist uenig","Helt uenig","Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Delvist uenig"
"Henning Hyllested","enhedslisten","Sydjyllands "," Esbjerg by, Tønder"," Ja ",61," Mand "," Havnearbejder "," 6700 Esbjerg",3221,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Helge Bo Jensen","enhedslisten","Sydjyllands "," Ukendt"," Ja ",56," Mand "," Adm. Leder "," 2620 Albertslund",166,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt uenig","Helt uenig"
"Jens Bundgård Nielsen","enhedslisten","Sydjyllands "," Aabenraa"," Nej ",66," Mand "," Konsulent "," 6200 Aabenraa",221,"Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Charlotte Nørgård","enhedslisten","Sydjyllands "," Vejen"," Nej ",49," Kvinde "," Førtidspensionist "," 7200 Grindsted",919,"Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Rasmus Slot","enhedslisten","Sydjyllands "," Vejle syd"," Nej ",21," Mand "," Studerende "," 9000 Aalborg",200,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Cathrine Sund Laursen","enhedslisten","Sydjyllands "," Esbjerg omegn"," Nej ",26," Kvinde "," Pædagog "," 6700 Esbjerg",544,"Helt enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Helt enig","Helt uenig","Delvist uenig"
"Mathias Dahl Christiansen","enhedslisten","Sydjyllands "," Haderslev"," Nej ",35," Mand "," Lærer "," 6100 Haderslev",267,"Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Delvist uenig"
"Benny Dall","enhedslisten","Sydjyllands "," Kolding syd, 8"," Nej ",59," Mand "," Selvstændig "," 6000 Kolding",232,"Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Ole Kaup","enhedslisten","Sydjyllands "," Fredericia"," Nej ",1," Mand "," Specialarbejder "," 7000 Fredericia",163,"Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig"
"Arne Lindberg Callesen","enhedslisten","Sydjyllands "," Varde, 9"," Nej ",56," Mand "," Lærer "," 6800 Varde",169,"Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Helt enig","Helt uenig","Delvist uenig"
"Kim Hyttel","alternativet","Sydjyllands "," Ukendt"," Nej ",62," Mand "," Cand.phil. i musikvidenskab ","  København K",810,"Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig"
"Rune Nielsen Bjerremand","alternativet","Sydjyllands "," Vejle Nord"," Nej ",33," Mand "," Cand.scient i kulturgeografi "," 7321 Gadbjerg",397,"Delvist enig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Delvist enig","Helt uenig","Hverken enig eller uenig"
"Hans-Jørgen Jagd","alternativet","Sydjyllands "," Ukendt"," Nej ",56," Mand "," Ukendt "," 7000 Fredericia",196,"Delvist enig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Helt enig","Helt uenig","Delvist uenig"
"Jane Knudsen","alternativet","Sydjyllands "," Ukendt"," Nej ",39," Kvinde "," Studerende "," 6430 Nordborg",880,"Delvist enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig"
"Bjarke Charlie Serritslev","alternativet","Sydjyllands "," Ukendt"," Nej ",28," Mand "," Studerende "," 2300 København S",263,"Helt enig","Helt enig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Nicolai Wammen","socialdemokraterne","Østjyllands "," Århus syd"," Ja ",44," Mand "," Forsvarsminister ","  København V",21152,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Kirsten Brosbøl","socialdemokraterne","Østjyllands "," Skanderborg"," Ja ",37," Kvinde "," Miljøminister ","  København K",10843,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Daniel Toft Jakobsen","socialdemokraterne","Østjyllands "," Favrskov"," Ja ",37," Mand "," Specialkonsulent "," 8723 Løsning",4344,"Hverken enig eller uenig","Delvist enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Leif Lahn Jensen","socialdemokraterne","Østjyllands "," Djurs"," Ja ",48," Mand "," Havnearbejder "," 8500 Grenaa",7393,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Jens Joel","socialdemokraterne","Østjyllands "," Århus øst"," Ja ",37," Mand "," Cand.scient.pol. "," 8220 Brabrand, Århus",7191,"Delvist uenig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Henrik Dam Kristensen","socialdemokraterne","Østjyllands "," Horsens"," Ja ",58," Mand "," Beskæftigelsesminister "," 7200 Grindsted",8109,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Malte Larsen","socialdemokraterne","Østjyllands "," Randers nord"," Nej ",46," Mand "," Indehaver "," 8920 Randers NV",3449,"Delvist enig","Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig"
"Maja Panduro","socialdemokraterne","Østjyllands "," Randers syd"," Ja ",33," Kvinde "," BA.scient.pol. "," 8900 Randers C",8672,"Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig","Delvist enig","Helt enig","Delvist enig","Delvist enig","Delvist enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig"
"Kim Qvist","socialdemokraterne","Østjyllands "," Århus vest"," Ja ",52," Mand "," Folkeskolelærer "," 8520 Lystrup",1365,"Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Hverken enig eller uenig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Christen Sørensen","socialdemokraterne","Østjyllands "," Århus nord"," Nej ",70," Mand "," Professor "," 2000 Frederiksberg C",1779,"Hverken enig eller uenig","Helt enig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig"
"Jakob Lavrsen","radikale venstre","Østjyllands "," Århus Nord"," Nej ",41," Mand "," Gymnasielærer ","  Aarhus C",420,"Delvist uenig","Helt enig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Liv Holm Andersen","radikale venstre","Østjyllands "," Århus vest"," Ja ",28," Kvinde "," Studerende "," 1428 København K",1679,"Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Delvist enig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Helt uenig","Delvist uenig"
"Carsten Bech","radikale venstre","Østjyllands "," Djurs"," Ja ",66," Mand "," Gårdejer "," 8410 Rønde",535,"Delvist uenig","Helt enig","Delvist uenig","Delvist uenig","Delvist uenig","Helt enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist enig","Helt uenig","Helt uenig"
"Casper Karup Hedegård","radikale venstre","Østjyllands "," Randers nord"," Nej ",27," Mand "," Studerende "," 2300 København S",178,"Delvist enig","Helt enig","Helt uenig","Delvist uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Tom Brøcher Jakobsen","radikale venstre","Østjyllands "," Randers nord"," Ja ",55," Mand "," Civilingeniør "," 8920 Randers NV",65,"Helt uenig","Helt enig","Helt uenig","Delvist enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig","Helt uenig"
"Sander Jensen","radikale venstre","Østjyllands "," Århus syd"," Nej ",44," Mand "," Komm.rådgiver ","  Aarhus C",280,"Helt uenig","Delvist enig","Helt uenig","Hverken enig eller uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Karen Melchior","radikale venstre","Østjyllands "," Horsens"," Nej ",35," Kvinde "," cand.jur. ","  København V",885,"Delvist uenig","Helt enig","Delvist enig","Helt uenig","Delvist uenig","Delvist uenig","Delvist uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Nils Sjøberg","radikale venstre","Østjyllands "," Hedensted"," Ja ",55," Mand "," Selvstændig "," 6000 Kolding",82,"Delvist enig","Helt enig","Delvist uenig","Helt uenig","Delvist enig","Delvist enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt uenig","Helt uenig"
"Helle Bækkelund Sørensen","radikale venstre","Østjyllands "," Favrskov"," Nej ",45," Kvinde "," Projektleder "," 8370 Hadsten",222,"Delvist uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Delvist uenig","Delvist uenig","Hverken enig eller uenig","Delvist enig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Svend Thorhauge","radikale venstre","Østjyllands "," Skanderborg"," Nej ",44," Mand "," Chefkonsulent "," 8680 Ry",760,"Hverken enig eller uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist uenig","Helt uenig","Helt uenig"
"Morten Østergård","radikale venstre","Østjyllands "," Århus øst"," Ja ",39," Mand "," Økonomi- og indenrigsminister "," 2300 København S",8006,"Helt uenig","Delvist enig","Delvist uenig","Hverken enig eller uenig","Helt uenig","Delvist enig","Hverken enig eller uenig","Helt enig","Delvist uenig","Delvist uenig","Helt uenig","Helt uenig","Helt uenig","Helt uenig"
"Naser Khader","det konservative folkeparti","Østjyllands "," Skanderborg, Århus syd"," Ja ",52," Mand "," Senioranalytiker "," Ukendt",4041,"Delvist enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig","Helt enig"
"Katarina Ammitzbøll","det konservative folkeparti","Østjyllands "," Århus øst"," Nej ",46," Kvinde "," cand.scient.soc. "," 2100 København Ø",1149,"Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig","Helt uenig","Delvist enig","Helt enig","Delvist uenig","Delvist uenig","Delvist enig","Delvist enig","Helt uenig"
"Christian Hartmann","det konservative folkeparti","Østjyllands "," Randers nord"," Nej ",49," Mand "," Senior manager "," 8900 Randers",299,"Helt enig","Helt uenig","Helt uenig","Delvist enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist enig","Delvist enig"
"Karsten Ulstrup Kristensen","det konservative folkeparti","Østjyllands "," Randers syd"," Nej ",29," Mand "," IT-konsulent "," 8960 Randers SØ",280,"Helt enig","Delvist uenig","Delvist enig","Delvist enig","Hverken enig eller uenig","Delvist uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Delvist enig","Helt enig","Delvist enig","Delvist uenig"
"Bjarne Lundgård","det konservative folkeparti","Østjyllands "," Favrskov"," Nej ",68," Mand "," Arkitekt "," 8230 Åbyhøj",296,"Delvist uenig","Helt enig","Delvist enig","Delvist enig","Delvist uenig","Helt enig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Hverken enig eller uenig","Delvist uenig","Hverken enig eller uenig","Delvist uenig"
"Per Løkken","det konservative folkeparti","Østjyllands "," Horsens"," Ja ",53," Mand "," Selvstændig "," 8700 Horsens",480,"Delvist enig","Helt uenig","Helt uenig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Delvist enig","Helt enig","Hverken enig eller uenig","Helt enig","Helt uenig"
"Jens Salling","det konservative folkeparti","Østjyllands "," Århus nord"," Nej ",33," Mand "," cand.oecon. "," 2200 København N",353,"Helt enig","Helt uenig","Delvist enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Delvist uenig","Helt enig","Helt enig","Delvist enig","Delvist enig","Helt enig","Delvist enig"
"Samina Shah","det konservative folkeparti","Østjyllands "," Århus vest"," Ja ",43," Kvinde "," Lærer "," 8270 Højbjerg",248,"Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt uenig","Hverken enig eller uenig","Helt enig","Helt enig","Helt enig","Helt enig","Helt uenig","Helt uenig"
"Søren Vanting","det konservative folkeparti","Østjyllands "," Djurs, Hedensted"," Ja ",43," Mand "," Førstemand "," 8783 Hornsyld",223,"Delvist uenig","Helt uenig","Delvist enig","Helt uenig","Helt enig","Helt enig","Helt uenig","Helt uenig","Helt enig","Helt enig","Helt enig","Helt enig","Delvist uenig","Helt uenig"
